"Institution Name","Administrative Unit Number","School Branch","Category","Status","Phone Number","Phone_Number_Extn","Web_Address","County","City","Primary Administrator","School Year"
"Southwest Florida College","499006189","0","Non-Approved Out of State College and University","Open","2399394766",,"http://www.swfc.edu","Out-of-State",,,"SY2425"
"Southwest Minnesota State University","487005155","0","Non-Approved Out of State College and University","Open","5075377678",,"http://www.smsu.edu","Out-of-State",,,"SY2425"
"Southwestern Adventist University","461005232","0","Non-Approved Out of State College and University","Open","8176453921",,"http://www.swau.edu/","Out-of-State",,,"SY2425"
"Southwestern Assemblies of God University","468005389","0","Non-Approved Out of State College and University","Open","8889374010",,"http://www.sagu.edu","Out-of-State",,,"SY2425"
"Southwestern Baptist Theological Seminary","423008803","0","Non-Approved Out of State College and University","Open","8179231921",,"http://www.swbts.edu","Out-of-State",,,"SY2425"
"Southwestern Christian College","429001931","0","Non-Approved Out of State College and University","Open",,,"http://www.swcc.edu","Out-of-State",,,"SY2425"
"Southwestern Christian University","484002368","0","Non-Approved Out of State College and University","Open","4057897661",,"http://www.swcu.edu","Out-of-State",,,"SY2425"
"Southwestern College","459004997","0","Non-Approved Out of State College and University","Open","6202296000",,"http://www.sckans.edu","Out-of-State",,,"SY2425"
"Southwestern College","483007348","0","Non-Approved Out of State College and University","Open","5054676821",,"http://www.swc.edu","Out-of-State",,,"SY2425"
"Southwestern Law School","498001818","0","Non-Approved Out of State College and University","Open","2137386700",,"http://www.swlaw.edu","Out-of-State",,,"SY2425"
"Southwestern Oklahoma State University","470009067","0","Non-Approved Out of State College and University","Open","5807726611",,"http://www.swosu.edu","Out-of-State",,,"SY2425"
"Southwestern University","405004261","0","Non-Approved Out of State College and University","Open","5128636511",,"http://www.southwestern.edu","Out-of-State",,,"SY2425"
"Spalding University","448003375","0","Non-Approved Out of State College and University","Open","5025859911",,"http://www.spalding.edu","Out-of-State",,,"SY2425"
"Spelman College","499007590","0","Non-Approved Out of State College and University","Open","4046813643",,"http://www.spelman.edu","Out-of-State",,,"SY2425"
"Spertus College","437001843","0","Non-Approved Out of State College and University","Open","3129229012",,"http://www.spertus.edu","Out-of-State",,,"SY2425"
"Spring Arbor University","430002621","0","Non-Approved Out of State College and University","Open","5177501200",,"http://www.arbor.edu","Out-of-State",,,"SY2425"
"Spring Hill College","487000128","0","Non-Approved Out of State College and University","Open","2513804000",,"http://www.shc.edu","Out-of-State",,,"SY2425"
"Springfield College","411000504","0","Non-Approved Out of State College and University","Open","4137483116",,"http://www.spfldcol.edu","Out-of-State",,,"SY2425"
"St Andrews Presbyterian College","484007685","0","Non-Approved Out of State College and University","Open","9102775000",,"http://www.sapc.edu","Out-of-State",,,"SY2425"
"St Bernard's School of Theology and Ministry","461003336","0","Non-Approved Out of State College and University","Open","5852713657",,"http://www.stbernards.edu","Out-of-State",,,"SY2425"
"St John's College","410006025","0","Non-Approved Out of State College and University","Open","4102632371",,"http://www.sjca.edu","Out-of-State",,,"SY2425"
"St John's College","435000836","0","Non-Approved Out of State College and University","Open","5059846000",,"http://www.stjohnscollege.edu","Out-of-State",,,"SY2425"
"St Johns College","452005566","0","Non-Approved Out of State College and University","Open","2175255628",,"http://www.stjohnscollegespringfield.edu","Out-of-State",,,"SY2425"
"St Lawrence University","408000685","0","Non-Approved Out of State College and University","Open","3152295011",,"http://www.stlawu.edu","Out-of-State",,,"SY2425"
"St Louis College of Pharmacy","477005596","0","Non-Approved Out of State College and University","Open","3143678700",,"http://www.stlcop.edu","Out-of-State",,,"SY2425"
"St Marys University","464006965","0","Non-Approved Out of State College and University","Open","2104363011",,"http://www.stmarytx.edu/","Out-of-State",,,"SY2425"
"St Petersburg College","473000271","0","Non-Approved Out of State College and University","Open","7273414772",,"http://www.spcollege.edu","Out-of-State",,,"SY2425"
"St. Basil College","431009817","0","Non-Approved Out of State College and University","Open","2033244578",,"http://www.stbasilcollegesem.net","Out-of-State",,,"SY2425"
"St. Catherine University","427004781","0","Non-Approved Out of State College and University","Open","6516906000",,"http://www.stkate.edu","Out-of-State",,,"SY2425"
"St. Francis College","456004067","0","Non-Approved Out of State College and University","Open","7185222300",,"http://www.stfranciscollege.edu","Out-of-State",,,"SY2425"
"St. John's Seminary","445003946","0","Non-Approved Out of State College and University","Open",,,"http://www.stjohnsem.edu","Out-of-State",,,"SY2425"
"St. John's University-New York","406001066","0","Non-Approved Out of State College and University","Open","7189906161",,"http://www.stjohns.edu","Out-of-State",,,"SY2425"
"St. Mary's College of Maryland","448006141","0","Non-Approved Out of State College and University","Open","2408952000",,"http://www.smcm.edu","Out-of-State",,,"SY2425"
"St. Mary's Seminary & University","455007168","0","Non-Approved Out of State College and University","Open","4108644000",,"http://www.stmarys.edu","Out-of-State",,,"SY2425"
"St. Olaf College","494002398","0","Non-Approved Out of State College and University","Open","5077862222",,"http://www.stolaf.edu","Out-of-State",,,"SY2425"
"St. Petersburg Theological Seminary","461004515","0","Non-Approved Out of State College and University","Open","7273990276",,"http://www.sptseminary.edu","Out-of-State",,,"SY2425"
"Stanbridge College","405004077","0","Non-Approved Out of State College and University","Open",,,"http://www.stanbridge.edu","Out-of-State",,,"SY2425"
"Stanford University","481002271","0","Non-Approved Out of State College and University","Open","6507232300",,"http://www.stanford.edu/","Out-of-State",,,"SY2425"
"Starr King School for Ministry","497004401","0","Non-Approved Out of State College and University","Open",,,"http://www.sksm.edu","Out-of-State",,,"SY2425"
"State College of Florida-Manatee-Sarasota","430007694","0","Non-Approved Out of State College and University","Open","9417525000",,"http://www.scf.edu","Out-of-State",,,"SY2425"
"State University of New York at New Paltz","440005644","0","Non-Approved Out of State College and University","Open","8776967411",,"http://www.newpaltz.edu","Out-of-State",,,"SY2425"
"Stepful, Inc.","400001239","0","Private Licensed School","Open","3323348285",,"https://www.stepful.com/","Out-of-State","Detroit","Mr Carl   Madi , Director","SY2425"
"Stephanie Onoame Nurse Aide Training Program","425231219","0","Private Licensed School","Open","2673993516",,,"Delaware",,"Ms Nicole   Turner , Director","SY2425"
"Stephen F Austin State University","459009046","0","Non-Approved Out of State College and University","Open","9364682011",,"http://www.sfasu.edu","Out-of-State",,"Dr Lorenzo M Smith , Exec Vice President","SY2425"
"Stephens College","475007795","0","Non-Approved Out of State College and University","Open","5734422211",,"http://www.stephens.edu","Out-of-State",,,"SY2425"
"Sterling College","420000215","0","Non-Approved Out of State College and University","Open","8025867711",,"http://www.sterlingcollege.edu","Out-of-State",,,"SY2425"
"Sterling College","451009531","0","Non-Approved Out of State College and University","Open","6202782173",,"http://www.sterling.edu","Out-of-State",,,"SY2425"
"Stetson University","460005731","0","Non-Approved Out of State College and University","Open","3868227000",,"http://www.stetson.edu","Out-of-State",,,"SY2425"
"Stevens Institute of Business & Arts","432002232","0","Non-Approved Out of State College and University","Open",,,"http://www.siba.edu","Out-of-State",,,"SY2425"
"Stevens Institute of Technology","477004072","0","Non-Approved Out of State College and University","Open","2012165000",,"http://www.stevens.edu","Out-of-State",,,"SY2425"
"Stevens-Henager College","401008450","0","Non-Approved Out of State College and University","Open",,,"http://www.stevenshenager.edu/","Out-of-State",,,"SY2425"
"Stevens-Henager College","485004675","0","Non-Approved Out of State College and University","Open","8012817600",,"http://www.stevenshenager.edu","Out-of-State",,,"SY2425"
"Stevens-Henager College of Business-Provo","472009633","0","Non-Approved Out of State College and University","Open",,,"http://www.stevenshenager.edu","Out-of-State",,,"SY2425"
"Stevens-Henager College-Ogden","417007313","0","Non-Approved Out of State College and University","Open",,,"http://www.stevenshenager.edu","Out-of-State",,,"SY2425"
"Stevenson University","457003478","0","Non-Approved Out of State College and University","Open","4104867000",,"http://www.stevenson.edu","Out-of-State",,,"SY2425"
"Stillman College","421009595","0","Non-Approved Out of State College and University","Open","2053494240",,"http://www.stillman.edu","Out-of-State",,,"SY2425"
"Stockton University - Abington","400004360","1","Approved Out of State College and University","Open","6096521776",,,"Montgomery",,"Dr Joe   Bertolino , Chief Executive Officer","SY2425"
"Stockton Unversity","400004360","0","Approved Out of State College and University","Open","6096521776",,"www.stockton.edu","Out-of-State","Abington","Dr Joe   Bertolino , Chief Executive Officer","SY2425"
"Stockton Unversity","400004360","0","Non-Approved Out of State College and University","Open","6096521776",,"www.stockton.edu","Out-of-State","Abington","Dr Joe   Bertolino , Chief Executive Officer","SY2425"
"Stonehill College","428005830","0","Non-Approved Out of State College and University","Open","5085651000",,"http://www.stonehill.edu","Out-of-State",,,"SY2425"
"Stony Brook University","448007667","0","Non-Approved Out of State College and University","Open","6316326000",,"http://www.stonybrook.edu","Out-of-State",,,"SY2425"
"Stratford University","402004434","0","Non-Approved Out of State College and University","Open","8004440804",,"http://www.stratford.edu","Out-of-State",,,"SY2425"
"Strayer Alabama","421004541","0","Non-Approved Out of State College and University","Open","8883787293",,,"Out-of-State",,,"SY2425"
"Strayer University","400000065","0","Approved Out of State College and University","Open","2024082424",,"http://www.strayer.edu","Out-of-State",,"Dr Andrea   Backman , Chief Executive Officer","SY2425"
"Strayer University","400000065","0","Non-Approved Out of State College and University","Open","2024082424",,"http://www.strayer.edu","Out-of-State",,"Dr Andrea   Backman , Chief Executive Officer","SY2425"
"Strayer University - Allentown","400000065","10","Approved Out of State College and University","Open","7035587016",,"http://www.strayer.edu/campus/allentown","Lehigh",,"Dr Amanda   Maliczyszyn , Chief Executive Officer","SY2425"
"Strayer University - Lower Bucks County Campus","400000065","1","Approved Out of State College and University","Open","2159535999",,"http://www.strayer.edu/campus/lower-bucks-county","Bucks","Trevose","Dr Amanda   Maliczyszyn , Chief Executive Officer","SY2425"
